Trans. Date,Post Date,Description,Amount,Category
11/01/2016,11/01/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN00179R",5.39,"Gasoline"
11/02/2016,11/02/2016,"HLU*HULU 15643209-U HULU.COM/BILLCAHLU*HULU 15643209-U",11.99,"Services"
11/02/2016,11/02/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",36.33,"Supermarkets"
11/02/2016,11/02/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN00279R",4.17,"Gasoline"
11/03/2016,11/03/2016,"JIMMY JOHNS # 305 - E FALCON HEIGHTMN",21.00,"Restaurants"
11/03/2016,11/03/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",4.29,"Supermarkets"
11/04/2016,11/04/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",15.43,"Merchandise"
11/04/2016,11/04/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",32.72,"Supermarkets"
11/04/2016,11/04/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN00479R",4.31,"Gasoline"
11/05/2016,11/05/2016,"ELEVATED MPLS MINNEAPOLIS MN",13.22,"Merchandise"
11/06/2016,11/06/2016,"CHIPOTLE 0025 SAINT PAUL MN",7.48,"Restaurants"
11/06/2016,11/06/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN00662R",7.52,"Gasoline"
11/07/2016,11/07/2016,"ELEVATED MPLS MINNEAPOLIS MN",13.22,"Merchandise"
11/07/2016,11/07/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",5.49,"Merchandise"
11/07/2016,11/07/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN00769R",5.39,"Gasoline"
11/08/2016,11/08/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",18.17,"Merchandise"
11/08/2016,11/08/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",2.00,"Supermarkets"
11/08/2016,11/08/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",29.99,"Supermarkets"
11/11/2016,11/11/2016,"INTERNET PAYMENT - THANK YOU",-1384.11,"Payments and Credits"
11/11/2016,11/11/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",18.17,"Merchandise"
11/13/2016,11/13/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",5.25,"Supermarkets"
11/13/2016,11/13/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",10.77,"Supermarkets"
11/13/2016,11/13/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",23.19,"Supermarkets"
11/13/2016,11/13/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN01347R",5.39,"Gasoline"
11/14/2016,11/14/2016,"MCDONALD'S F1406 MINNEAPOLIS MN",6.11,"Restaurants"
11/15/2016,11/15/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",28.66,"Supermarkets"
11/15/2016,11/15/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN01512R",5.80,"Gasoline"
11/15/2016,11/15/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN01539R",16.33,"Gasoline"
11/16/2016,11/16/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",6.92,"Supermarkets"
11/16/2016,11/16/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN01680R",5.80,"Gasoline"
11/17/2016,11/17/2016,"AMAZON VIDEO ON DEMAND AMZN.COM/BILLWAWYJ7S1MAHPU",12.99,"Merchandise"
11/17/2016,11/17/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",20.92,"Merchandise"
11/17/2016,11/17/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",13.87,"Supermarkets"
11/17/2016,11/17/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN01797R",4.31,"Gasoline"
11/17/2016,11/17/2016,"TARGET SAINT PAUL MN",11.66,"Supermarkets"
11/18/2016,11/18/2016,"ENVIRONMENT MINNESOTA 800-401-6511 COENVIRONMENT MINNESOTA",15.00,"Services"
11/18/2016,11/18/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",5.49,"Merchandise"
11/18/2016,11/18/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",8.81,"Merchandise"
11/18/2016,11/18/2016,"WIKIMEDIA 8776009454 877-600-9454 CA",20.00,"Services"
11/19/2016,11/19/2016,"AMAZON VIDEO ON DEMAND AMZN.COM/BILLWAHSIDJJIKQ4Q",7.99,"Merchandise"
11/20/2016,11/20/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",30.18,"Supermarkets"
11/20/2016,11/20/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN02072R",11.09,"Gasoline"
11/21/2016,11/21/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",10.15,"Supermarkets"
11/21/2016,11/21/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",38.18,"Supermarkets"
11/21/2016,11/21/2016,"TARGET RICHFIELD MN",68.66,"Supermarkets"
11/22/2016,11/22/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",4.20,"Supermarkets"
11/22/2016,11/22/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",7.97,"Supermarkets"
11/23/2016,11/23/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",59.52,"Merchandise"
11/23/2016,11/23/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN02334R",6.99,"Gasoline"
11/24/2016,11/27/2016,"BP#8453540NORTH STAR XPR NORHTWOOD IA",40.12,"Gasoline"
11/24/2016,11/27/2016,"CASEYS GEN STORE 1876 MANLY IA",9.16,"Gasoline"
11/24/2016,11/27/2016,"PILOT NORTHFIELD MN",6.43,"Gasoline"
11/25/2016,11/27/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",20.92,"Merchandise"
11/25/2016,11/27/2016,"NOKOMIS TRUE VALUE HDWR MINNEAPOLIS MN",8.61,"Home Improvement"
11/25/2016,11/27/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",47.06,"Supermarkets"
11/26/2016,11/26/2016,"INTEREST CHARGE ON CASH ADVANCES",0.86,"Interest"
11/26/2016,11/26/2016,"INTEREST CHARGE ON PURCHASES",43.30,"Interest"
11/26/2016,11/27/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",20.92,"Merchandise"
11/27/2016,11/27/2016,"MYFICO COM 8003194433 CA",14.95,"Merchandise"
11/28/2016,11/28/2016,"CASHBACK BONUS REDEMPTION PYMT/STMT CRDT",-12.98,"Awards and Rebate Credits"
11/28/2016,11/28/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",14.30,"Merchandise"
11/28/2016,11/28/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",21.11,"Supermarkets"
11/29/2016,11/29/2016,"COMCAST CABLE COMM 800-COMCAST MN8772106005163146BA1128",50.78,"Services"
11/29/2016,11/29/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",5.49,"Merchandise"
11/29/2016,11/29/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",22.09,"Supermarkets"
11/30/2016,11/30/2016,"AMAZON VIDEO ON DEMAND AMZN.COM/BILLWAPGXXJO7ES14",13.99,"Merchandise"
11/30/2016,11/30/2016,"ELEVATED MPLS MINNEAPOLIS MN",13.22,"Merchandise"
11/30/2016,11/30/2016,"MCDONALD'S F1406 MINNEAPOLIS MN",4.29,"Restaurants"
12/01/2016,12/01/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",12.13,"Supermarkets"
12/01/2016,12/01/2016,"PETCO 626 63506265730 SAINT PAUL MN",24.73,"Merchandise"
12/01/2016,12/01/2016,"SLING.COM 888-393-6312 CO",42.89,"Services"
12/02/2016,12/02/2016,"HLU*HULU 15643209-U HULU.COM/BILLCAHLU*HULU 15643209-U",11.99,"Services"
12/02/2016,12/02/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",14.30,"Merchandise"
12/02/2016,12/02/2016,"TARGET RICHFIELD MN",50.43,"Supermarkets"
12/03/2016,12/03/2016,"CHIPOTLE 1133 BLOOMINGTON MN",8.05,"Restaurants"
12/03/2016,12/03/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",5.49,"Merchandise"
12/03/2016,12/03/2016,"MT HIAW TVM 46TH STREET MINNEAPOLIS MN",1.75,"Travel/ Entertainment"
12/04/2016,12/04/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",13.92,"Supermarkets"
12/04/2016,12/04/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN00474R",19.37,"Gasoline"
12/05/2016,12/05/2016,"ELEVATED MPLS MINNEAPOLIS MN",9.91,"Merchandise"
12/05/2016,12/05/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",5.49,"Merchandise"
12/05/2016,12/05/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",5.27,"Supermarkets"
12/05/2016,12/05/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",6.38,"Supermarkets"
12/06/2016,12/06/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",14.30,"Merchandise"
12/06/2016,12/06/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",9.99,"Supermarkets"
12/06/2016,12/06/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN00676R",3.22,"Gasoline"
12/07/2016,12/07/2016,"ELEVATED MPLS MINNEAPOLIS MN",13.22,"Merchandise"
12/07/2016,12/07/2016,"GOOGLE *MUSIC G.CO/PAYHELP#CAP0BRHVRH",1.29,"Merchandise"
12/07/2016,12/07/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",20.32,"Merchandise"
12/07/2016,12/07/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",6.18,"Supermarkets"
12/07/2016,12/07/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN00778R",5.39,"Gasoline"
12/07/2016,12/07/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN00744R",19.37,"Gasoline"
12/09/2016,12/09/2016,"INTERNET PAYMENT - THANK YOU",-1410.00,"Payments and Credits"
12/09/2016,12/09/2016,"JIMMY JOHNS # 305 - E FALCON HEIGHTMN",21.00,"Restaurants"
12/09/2016,12/09/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",20.92,"Merchandise"
12/10/2016,12/10/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",20.92,"Merchandise"
12/10/2016,12/10/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",45.66,"Supermarkets"
12/10/2016,12/10/2016,"SQ *PARKWAY PIZZA G MINNEAPOLIS MN",30.00,"Services"
12/12/2016,12/12/2016,"GOOGLE *LIMBICSOFTWARE G.CO/PAYHELP#CAP0BUMSTE",1.99,"Merchandise"
12/12/2016,12/12/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",5.49,"Merchandise"
12/12/2016,12/12/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN01274R",9.97,"Gasoline"
12/13/2016,12/13/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",53.95,"Supermarkets"
12/14/2016,12/14/2016,"INTERNET PAYMENT - THANK YOU",-165.00,"Payments and Credits"
12/14/2016,12/14/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",32.05,"Supermarkets"
12/14/2016,12/14/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN01490R",2.68,"Gasoline"
12/14/2016,12/14/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN01455R",12.91,"Gasoline"
12/14/2016,12/14/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN01465R",16.07,"Gasoline"
12/15/2016,12/15/2016,"APL* ITUNES.COM/BILL 866-712-7753 CA400TL118 MV0Z1MG5VV-1",1.07,"Merchandise"
12/15/2016,12/15/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",3.96,"Supermarkets"
12/15/2016,12/15/2016,"SUPERAMERICA 4359 ST PAUL MN01527R",4.08,"Gasoline"
12/16/2016,12/16/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",25.62,"Supermarkets"
12/16/2016,12/16/2016,"TARGET SAINT PAUL MN",5.35,"Supermarkets"
12/17/2016,12/17/2016,"DRI*VMWARE MY.VMWARE.COMMN",86.21,"Merchandise"
12/17/2016,12/17/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",14.30,"Merchandise"
12/17/2016,12/17/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",11.11,"Supermarkets"
12/18/2016,12/18/2016,"AMAZON MKTPLACE PMTS AMZN.COM/BILLWASN622H7YGOT",118.95,"Merchandise"
12/18/2016,12/18/2016,"ENVIRONMENT MINNESOTA 800-401-6511 COENVIRONMENT MINNESOTA",15.00,"Services"
12/18/2016,12/18/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",15.70,"Supermarkets"
12/18/2016,12/18/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",16.78,"Supermarkets"
12/18/2016,12/18/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN01884R",18.61,"Gasoline"
12/19/2016,12/19/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",14.30,"Merchandise"
12/19/2016,12/19/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",22.22,"Supermarkets"
12/19/2016,12/19/2016,"TARGET SAINT PAUL MN",12.80,"Supermarkets"
12/19/2016,12/19/2016,"WIKIMEDIA 8776009454 877-600-9454 CA",20.00,"Services"
12/19/2016,12/19/2016,"WPY*BROWNS PERFECT SEASO PALO ALTO CA",5.00,"Services"
12/20/2016,12/20/2016,"AMAZON MKTPLACE PMTS AMZN.COM/BILLWAP3GD7A9FHGP",19.24,"Merchandise"
12/20/2016,12/20/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",5.49,"Merchandise"
12/20/2016,12/20/2016,"TARGET RICHFIELD MN",42.40,"Supermarkets"
12/21/2016,12/21/2016,"SUBWAY 00456301255 RICHFIELD MN",6.75,"Restaurants"
12/21/2016,12/21/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN02198R",10.22,"Gasoline"
12/21/2016,12/21/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN02132R",31.53,"Gasoline"
12/21/2016,12/21/2016,"TARGET RICHFIELD MN",111.84,"Supermarkets"
12/22/2016,12/22/2016,"SUBWAY 00456301255 RICHFIELD MN",7.82,"Restaurants"
12/22/2016,12/22/2016,"TARGET RICHFIELD MN",22.93,"Supermarkets"
12/22/2016,12/22/2016,"TARGET SAINT PAUL MN",36.06,"Supermarkets"
12/23/2016,12/23/2016,"DSW MALL OF AMERICA BLOOMINGTON MN",34.96,"Merchandise"
12/23/2016,12/23/2016,"FJALLRAVEN BLOOMINGTON BLOOMINGTON MN",180.00,"Merchandise"
12/23/2016,12/23/2016,"GAMESTOP #3737 BLOOMINGTON MN",96.53,"Merchandise"
12/23/2016,12/23/2016,"LEGO IMAGINATION CTR BLOOMINGTON MN0001000198161612231441",5.35,"Merchandise"
12/23/2016,12/23/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",20.32,"Merchandise"
12/23/2016,12/23/2016,"MT HIAW TVM 46TH STREET MINNEAPOLIS MN",3.50,"Travel/ Entertainment"
12/23/2016,12/23/2016,"TACO BELL 3929 BURNSVILLE MN",9.83,"Restaurants"
12/25/2016,12/27/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN02567R",11.52,"Gasoline"
12/26/2016,12/26/2016,"INTEREST CHARGE ON CASH ADVANCES",0.01,"Interest"
12/26/2016,12/26/2016,"INTEREST CHARGE ON PURCHASES",40.46,"Interest"
12/26/2016,12/27/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",11.56,"Merchandise"
12/26/2016,12/27/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",21.57,"Supermarkets"
12/26/2016,12/27/2016,"SUPERAMERICA 4165 MINNEAPOLIS MN02631R",2.68,"Gasoline"
12/27/2016,12/27/2016,"MYFICO COM 8003194433 CA",14.95,"Merchandise"
12/27/2016,12/27/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",9.57,"Supermarkets"
12/28/2016,12/28/2016,"CASHBACK BONUS REDEMPTION PYMT/STMT CRDT",-24.19,"Awards and Rebate Credits"
12/28/2016,12/28/2016,"ELEVATED MPLS MINNEAPOLIS MN",13.22,"Merchandise"
12/28/2016,12/28/2016,"INTERNET PAYMENT - THANK YOU",-4092.90,"Payments and Credits"
12/28/2016,12/28/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",5.49,"Merchandise"
12/28/2016,12/28/2016,"TARGET SAINT PAUL MN",12.48,"Supermarkets"
12/29/2016,12/29/2016,"COMCAST CABLE COMM 800-COMCAST MN8772106005163146BA1228",50.78,"Services"
12/30/2016,12/30/2016,"MCDONALD'S LIQUOR MINNEAPOLIS MN",16.45,"Merchandise"
12/30/2016,12/30/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",13.22,"Supermarkets"
12/30/2016,12/30/2016,"SUBWAY 00456301255 RICHFIELD MN",7.82,"Restaurants"
12/30/2016,12/30/2016,"TARGET RICHFIELD MN",15.18,"Supermarkets"
12/31/2016,12/31/2016,"ELEVATED MPLS MINNEAPOLIS MN",13.22,"Merchandise"
12/31/2016,12/31/2016,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",3.77,"Supermarkets"
01/01/2017,01/01/2017,"SUBWAY 00456301255 RICHFIELD MN",6.44,"Restaurants"
01/01/2017,01/01/2017,"TARGET RICHFIELD MN",19.72,"Supermarkets"
01/02/2017,01/02/2017,"ELEVATED MPLS MINNEAPOLIS MN",13.22,"Merchandise"
01/02/2017,01/02/2017,"HLU*HULU 15643209-U HULU.COM/BILLCAHLU*HULU 15643209-U",11.99,"Services"
01/02/2017,01/02/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN00237R",2.68,"Gasoline"
01/03/2017,01/03/2017,"AMAZON MKTPLACE PMTS AMZN.COM/BILLWAYJJU1JX9W87",17.94,"Merchandise"
01/03/2017,01/03/2017,"MCDONALD'S LIQUOR MINNEAPOLIS MN",11.56,"Merchandise"
01/03/2017,01/03/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",71.53,"Supermarkets"
01/03/2017,01/03/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN00393R",9.44,"Gasoline"
01/03/2017,01/03/2017,"TARGET SAINT PAUL MN",6.84,"Supermarkets"
01/04/2017,01/04/2017,"MCDONALD'S LIQUOR MINNEAPOLIS MN",5.49,"Merchandise"
01/05/2017,01/05/2017,"MCDONALD'S LIQUOR MINNEAPOLIS MN",13.70,"Merchandise"
01/06/2017,01/06/2017,"ELEVATED MPLS MINNEAPOLIS MN",13.22,"Merchandise"
01/07/2017,01/07/2017,"MCDONALD'S F1406 MINNEAPOLIS MN",5.70,"Restaurants"
01/07/2017,01/07/2017,"MCDONALD'S LIQUOR MINNEAPOLIS MN",13.76,"Merchandise"
01/07/2017,01/07/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",24.30,"Supermarkets"
01/08/2017,01/08/2017,"INTERNET PAYMENT - THANK YOU",-414.03,"Payments and Credits"
01/08/2017,01/08/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",9.66,"Supermarkets"
01/09/2017,01/09/2017,"MCDONALD'S LIQUOR MINNEAPOLIS MN",18.17,"Merchandise"
01/09/2017,01/09/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN00916R",5.80,"Gasoline"
01/11/2017,01/11/2017,"INTERNET PAYMENT - THANK YOU",-84.81,"Payments and Credits"
01/11/2017,01/11/2017,"MCDONALD'S LIQUOR MINNEAPOLIS MN",27.47,"Merchandise"
01/11/2017,01/11/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",32.57,"Supermarkets"
01/13/2017,01/13/2017,"LAKEVILLE PIZZA RANCH LAKEVILLE MN",21.40,"Restaurants"
01/13/2017,01/13/2017,"MCDONALD'S LIQUOR MINNEAPOLIS MN",14.30,"Merchandise"
01/13/2017,01/13/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN01324R",30.50,"Gasoline"
01/14/2017,01/14/2017,"MCDONALD'S LIQUOR MINNEAPOLIS MN",16.45,"Merchandise"
01/14/2017,01/14/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",40.14,"Supermarkets"
01/15/2017,01/15/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN01585R",4.17,"Gasoline"
01/16/2017,01/16/2017,"ELEVATED MPLS MINNEAPOLIS MN",13.22,"Merchandise"
01/16/2017,01/16/2017,"MCDONALD'S F1406 MINNEAPOLIS MN",7.08,"Restaurants"
01/16/2017,01/16/2017,"MCDONALD'S LIQUOR MINNEAPOLIS MN",11.56,"Merchandise"
01/16/2017,01/16/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",23.83,"Supermarkets"
01/16/2017,01/16/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN01683R",6.75,"Gasoline"
01/18/2017,01/18/2017,"ENVIRONMENT MINNESOTA 800-401-6511 COENVIRONMENT MINNESOTA",15.00,"Services"
01/18/2017,01/18/2017,"INTERNET PAYMENT - THANK YOU",-228.19,"Payments and Credits"
01/18/2017,01/18/2017,"MCDONALD'S F1406 MINNEAPOLIS MN",5.69,"Restaurants"
01/18/2017,01/18/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",23.53,"Supermarkets"
01/18/2017,01/18/2017,"WIKIMEDIA 8776009454 877-600-9454 CA",20.00,"Services"
01/19/2017,01/19/2017,"MCDONALD'S F1406 MINNEAPOLIS MN",5.69,"Restaurants"
01/19/2017,01/19/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",24.73,"Supermarkets"
01/19/2017,01/19/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN01968R",5.39,"Gasoline"
01/19/2017,01/19/2017,"TARGET RICHFIELD MN",67.01,"Supermarkets"
01/20/2017,01/20/2017,"ELEVATED MPLS MINNEAPOLIS MN",20.93,"Merchandise"
01/20/2017,01/20/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",14.30,"Supermarkets"
01/20/2017,01/20/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",18.94,"Supermarkets"
01/21/2017,01/21/2017,"MCDONALD'S LIQUOR MINNEAPOLIS MN",11.56,"Merchandise"
01/22/2017,01/22/2017,"MCDONALD'S F1406 MINNEAPOLIS MN",6.11,"Restaurants"
01/22/2017,01/22/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",26.74,"Supermarkets"
01/23/2017,01/23/2017,"INTERNET PAYMENT - THANK YOU",-238.89,"Payments and Credits"
01/23/2017,01/23/2017,"MCDONALD'S LIQUOR MINNEAPOLIS MN",5.49,"Merchandise"
01/23/2017,01/23/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",5.69,"Supermarkets"
01/23/2017,01/23/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN02388R",7.38,"Gasoline"
01/23/2017,01/23/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN02304R",25.15,"Gasoline"
01/24/2017,01/24/2017,"ELEVATED MPLS MINNEAPOLIS MN",13.22,"Merchandise"
01/24/2017,01/24/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",40.13,"Supermarkets"
01/25/2017,01/25/2017,"MCDONALD'S LIQUOR MINNEAPOLIS MN",5.49,"Merchandise"
01/26/2017,01/26/2017,"INTERNET PAYMENT - THANK YOU",-137.62,"Payments and Credits"
01/26/2017,01/27/2017,"MCDONALD'S F1406 MINNEAPOLIS MN",4.29,"Restaurants"
01/27/2017,01/27/2017,"CASHBACK BONUS REDEMPTION PYMT/STMT CRDT",-15.13,"Awards and Rebate Credits"
01/27/2017,01/27/2017,"MCDONALD'S LIQUOR MINNEAPOLIS MN",8.81,"Merchandise"
01/27/2017,01/27/2017,"MYFICO COM 8003194433 CA",14.95,"Merchandise"
01/27/2017,01/27/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",12.48,"Supermarkets"
01/27/2017,01/27/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN02748R",5.56,"Gasoline"
01/27/2017,01/27/2017,"TACO BELL 3314 SAINT PAUL MN",10.42,"Restaurants"
01/28/2017,01/28/2017,"ELEVATED MPLS MINNEAPOLIS MN",13.22,"Merchandise"
01/28/2017,01/28/2017,"NOKOMIS SHOE SHOP MINNEAPOLIS MN",102.97,"Merchandise"
01/28/2017,01/28/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",11.74,"Supermarkets"
01/29/2017,01/29/2017,"COMCAST CABLE COMM 800-COMCAST MN8772106005163146BA0128",50.78,"Services"
01/29/2017,01/29/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",25.73,"Supermarkets"
01/29/2017,01/29/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN02972R",6.47,"Gasoline"
01/30/2017,01/30/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",30.63,"Supermarkets"
01/30/2017,01/30/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN03060R",12.93,"Gasoline"
01/30/2017,01/30/2017,"TARGET MINNEAPOLIS MN",269.43,"Supermarkets"
01/31/2017,01/31/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",17.02,"Supermarkets"
01/31/2017,01/31/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",20.97,"Supermarkets"
01/31/2017,01/31/2017,"THE HOME DEPOT #2845 RICHFIELD MN",53.62,"Home Improvement"
02/01/2017,02/01/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",1.35,"Supermarkets"
02/02/2017,02/02/2017,"HLU*HULU 15643209-U HULU.COM/BILLCAHLU*HULU 15643209-U",11.99,"Services"
02/02/2017,02/02/2017,"HOLIDAY STNSTORE 0341 ST. PAUL MN",4.31,"Gasoline"
02/02/2017,02/02/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",14.03,"Supermarkets"
02/03/2017,02/03/2017,"CBI*PARALLELS 800-799-9570 IL106560632",99.99,"Merchandise"
02/03/2017,02/03/2017,"INTERNET PAYMENT - THANK YOU",-621.98,"Payments and Credits"
02/03/2017,02/03/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",6.08,"Supermarkets"
02/04/2017,02/04/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",6.37,"Supermarkets"
02/04/2017,02/04/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN00424R",2.79,"Gasoline"
02/04/2017,02/04/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN00459R",2.79,"Gasoline"
02/04/2017,02/04/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN00486R",5.58,"Gasoline"
02/04/2017,02/04/2017,"TARGET RICHFIELD MN",77.91,"Supermarkets"
02/05/2017,02/05/2017,"MCDONALD'S F1406 MINNEAPOLIS MN",3.23,"Restaurants"
02/05/2017,02/05/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",10.76,"Supermarkets"
02/05/2017,02/05/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN00547R",5.58,"Gasoline"
02/05/2017,02/05/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN00574R",7.27,"Gasoline"
02/06/2017,02/06/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",3.98,"Supermarkets"
02/06/2017,02/06/2017,"OXENDALES'S MARKET #1 MINNEAPOLIS MN",5.33,"Supermarkets"
02/06/2017,02/06/2017,"SUPERAMERICA 4165 MINNEAPOLIS MN00634R",5.39,"Gasoline"
